date,match_num,home,away,market,selection,line,model_p,odds,close_odds,hg,ag,played
2026-06-27,67,Algeria,Austria,1X2,draw,,0.29645,2.15,2.1,3.0,3.0,1
2026-06-27,71,Jordan,Argentina,1X2,away,,0.89838,1.16,1.13,1.0,3.0,1
2026-06-27,71,Jordan,Argentina,1X2,home,,0.01931,15.0,17.0,1.0,3.0,1
2026-06-27,71,Jordan,Argentina,1X2,draw,,0.0823,8.0,9.0,1.0,3.0,1
2026-06-27,68,Colombia,Portugal,1X2,home,,0.47771,4.0,3.45,0.0,0.0,1
2026-06-27,68,Colombia,Portugal,1X2,away,,0.26152,1.91,1.97,0.0,0.0,1
2026-06-27,68,Colombia,Portugal,1X2,draw,,0.26077,3.6,3.85,0.0,0.0,1
2026-06-27,70,DR Congo,Uzbekistan,1X2,home,,0.42173,1.8,1.65,3.0,1.0,1
2026-06-27,70,DR Congo,Uzbekistan,1X2,away,,0.22063,4.45,5.5,3.0,1.0,1
2026-06-27,70,DR Congo,Uzbekistan,1X2,draw,,0.35764,4.1,4.25,3.0,1.0,1
2026-06-27,72,Panama,England,1X2,away,,0.78955,1.14,1.15,0.0,2.0,1
2026-06-27,72,Panama,England,1X2,home,,0.05808,18.0,16.0,0.0,2.0,1
2026-06-27,72,Panama,England,1X2,draw,,0.15237,8.2,8.2,0.0,2.0,1
2026-06-27,69,Croatia,Ghana,1X2,home,,0.51386,1.75,1.85,2.0,1.0,1
2026-06-27,69,Croatia,Ghana,1X2,away,,0.20202,5.5,5.2,2.0,1.0,1
2026-06-27,69,Croatia,Ghana,1X2,draw,,0.28412,3.3,3.1,2.0,1.0,1
2026-06-28,73,South Africa,Canada,1X2,away,,0.57287,1.68,1.68,0.0,1.0,1
2026-06-28,73,South Africa,Canada,1X2,home,,0.146,5.25,6.0,0.0,1.0,1
2026-06-28,73,South Africa,Canada,1X2,draw,,0.28113,3.5,3.65,0.0,1.0,1
2026-06-29,75,Netherlands,Morocco,1X2,away,,0.40769,3.7,3.55,1.0,1.0,1
2026-06-29,75,Netherlands,Morocco,1X2,home,,0.27696,2.16,2.4,1.0,1.0,1
2026-06-29,75,Netherlands,Morocco,1X2,draw,,0.31534,3.35,3.1,1.0,1.0,1
2026-06-29,76,Brazil,Japan,1X2,home,,0.39587,1.73,1.74,2.0,1.0,1
2026-06-29,76,Brazil,Japan,1X2,away,,0.32062,5.4,5.5,2.0,1.0,1
2026-06-29,76,Brazil,Japan,1X2,draw,,0.28352,3.85,3.75,2.0,1.0,1
2026-06-26,62,Egypt,Iran,1X2,home,,0.32531,2.39,2.39,1.0,1.0,1
2026-06-26,62,Egypt,Iran,1X2,away,,0.34576,3.82,3.82,1.0,1.0,1
2026-06-26,62,Egypt,Iran,1X2,draw,,0.32893,2.6,2.6,1.0,1.0,1
2026-06-26,63,New Zealand,Belgium,1X2,away,,0.63935,1.2,1.2,1.0,5.0,1
2026-06-26,63,New Zealand,Belgium,1X2,home,,0.14497,16.0,16.0,1.0,5.0,1
2026-06-26,63,New Zealand,Belgium,1X2,draw,,0.21568,7.9,7.9,1.0,5.0,1
2026-06-26,61,Cape Verde,Saudi Arabia,1X2,home,,0.34859,2.6,2.6,0.0,0.0,1
2026-06-26,61,Cape Verde,Saudi Arabia,1X2,away,,0.3204,2.8,2.8,0.0,0.0,1
2026-06-26,61,Cape Verde,Saudi Arabia,1X2,draw,,0.33101,3.2,3.2,0.0,0.0,1
2026-06-26,66,Uruguay,Spain,1X2,away,,0.56508,1.65,1.67,0.0,1.0,1
2026-06-26,66,Uruguay,Spain,1X2,home,,0.16148,6.5,6.2,0.0,1.0,1
2026-06-26,66,Uruguay,Spain,1X2,draw,,0.27344,3.4,3.4,0.0,1.0,1
2026-06-26,64,Norway,France,1X2,away,,0.33227,1.09,1.02,1.0,4.0,1
2026-06-26,64,Norway,France,1X2,home,,0.40969,16.0,44.0,1.0,4.0,1
2026-06-26,64,Norway,France,1X2,draw,,0.25804,8.0,17.0,1.0,4.0,1
2026-06-26,64,Norway,France,OU,over,6.0,0.02609,2.0,2.0,1.0,4.0,1
2026-06-26,64,Norway,France,OU,under,6.0,0.93132,1.8,1.8,1.0,4.0,1
2026-06-26,64,Norway,France,AH,away,1.25,0.14914,1.83,1.83,1.0,4.0,1
2026-06-26,64,Norway,France,AH,home,1.25,0.85086,2.05,2.05,1.0,4.0,1
2026-06-26,65,Senegal,Iraq,1X2,home,,0.60971,1.01,1.02,5.0,0.0,1
2026-06-26,65,Senegal,Iraq,1X2,draw,,0.25325,39.0,26.0,5.0,0.0,1
2026-06-26,65,Senegal,Iraq,OU,over,4.0,0.07484,1.75,2.05,5.0,0.0,1
2026-06-26,65,Senegal,Iraq,OU,under,4.0,0.81511,2.1,1.75,5.0,0.0,1
2026-06-26,65,Senegal,Iraq,AH,away,-3.5,0.9486,2.0,2.0,5.0,0.0,1
2026-06-26,65,Senegal,Iraq,AH,home,-3.5,0.0514,1.75,1.75,5.0,0.0,1
2026-06-27,67,Algeria,Austria,1X2,home,,0.32589,3.9,4.0,3.0,3.0,1
2026-06-27,67,Algeria,Austria,1X2,away,,0.37766,2.85,2.95,3.0,3.0,1
2026-06-27,67,Algeria,Austria,1X2,draw,,0.29645,2.15,2.1,3.0,3.0,1
2026-06-27,71,Jordan,Argentina,1X2,away,,0.89838,1.16,1.13,1.0,3.0,1
2026-06-27,71,Jordan,Argentina,1X2,home,,0.01931,15.0,17.0,1.0,3.0,1
2026-06-27,71,Jordan,Argentina,1X2,draw,,0.0823,8.0,9.0,1.0,3.0,1
2026-06-27,68,Colombia,Portugal,1X2,home,,0.47771,4.0,3.45,0.0,0.0,1
2026-06-27,68,Colombia,Portugal,1X2,away,,0.26152,1.91,1.97,0.0,0.0,1
2026-06-27,68,Colombia,Portugal,1X2,draw,,0.26077,3.6,3.85,0.0,0.0,1
2026-06-27,70,DR Congo,Uzbekistan,1X2,home,,0.42173,1.8,1.65,3.0,1.0,1
