date,home,away,home_goals,away_goals
2023-04-15,Chicago White Sox,Baltimore Orioles,7,6
2023-04-15,St. Louis Cardinals,Pittsburgh Pirates,3,6
2023-04-15,Toronto Blue Jays,Tampa Bay Rays,5,2
2023-04-15,Washington Nationals,Cleveland Guardians,4,6
2023-04-15,San Diego Padres,Milwaukee Brewers,10,3
2023-04-15,Oakland Athletics,New York Mets,2,3
2023-04-15,Boston Red Sox,Los Angeles Angels,9,7
2023-04-15,Cincinnati Reds,Philadelphia Phillies,13,0
2023-04-15,Kansas City Royals,Atlanta Braves,3,9
2023-04-15,Miami Marlins,Arizona Diamondbacks,3,2
2023-04-15,Houston Astros,Texas Rangers,8,2
2023-04-15,Los Angeles Dodgers,Chicago Cubs,2,1
2023-04-15,Seattle Mariners,Colorado Rockies,9,2
2023-04-16,Boston Red Sox,Los Angeles Angels,2,1
2023-04-16,Washington Nationals,Cleveland Guardians,7,6
2023-04-16,New York Yankees,Minnesota Twins,2,0
2023-04-16,Toronto Blue Jays,Tampa Bay Rays,1,8
2023-04-16,Cincinnati Reds,Philadelphia Phillies,3,14
2023-04-16,Miami Marlins,Arizona Diamondbacks,0,5
2023-04-16,Kansas City Royals,Atlanta Braves,4,5
2023-04-16,Chicago White Sox,Baltimore Orioles,4,8
2023-04-16,St. Louis Cardinals,Pittsburgh Pirates,5,4
2023-04-16,Oakland Athletics,New York Mets,3,4
2023-04-16,Los Angeles Dodgers,Chicago Cubs,2,3
2023-04-16,Seattle Mariners,Colorado Rockies,1,0
2023-04-16,San Diego Padres,Milwaukee Brewers,0,1
2023-04-16,Houston Astros,Texas Rangers,1,9
2023-04-17,Boston Red Sox,Los Angeles Angels,4,5
2023-04-17,Cincinnati Reds,Tampa Bay Rays,8,1
2023-04-17,Miami Marlins,San Francisco Giants,4,3
2023-04-17,Kansas City Royals,Texas Rangers,0,4
2023-04-17,St. Louis Cardinals,Arizona Diamondbacks,3,6
2023-04-17,Houston Astros,Toronto Blue Jays,9,2
2023-04-17,Colorado Rockies,Pittsburgh Pirates,3,14
2023-04-17,Oakland Athletics,Chicago Cubs,1,10
2023-04-17,San Diego Padres,Atlanta Braves,0,2
2023-04-17,Seattle Mariners,Milwaukee Brewers,3,7
2023-04-17,Los Angeles Dodgers,New York Mets,6,8
2023-04-18,Detroit Tigers,Cleveland Guardians,4,3
2023-04-18,Detroit Tigers,Cleveland Guardians,1,0
2023-04-18,Chicago White Sox,Philadelphia Phillies,4,7
2023-04-18,Chicago White Sox,Philadelphia Phillies,3,0
2023-04-18,Cincinnati Reds,Tampa Bay Rays,0,10
2023-04-18,Miami Marlins,San Francisco Giants,4,2
2023-04-18,Washington Nationals,Baltimore Orioles,0,1
2023-04-18,New York Yankees,Los Angeles Angels,2,5
2023-04-18,Boston Red Sox,Minnesota Twins,5,4
2023-04-18,Kansas City Royals,Texas Rangers,2,12
2023-04-18,St. Louis Cardinals,Arizona Diamondbacks,7,8
2023-04-18,Houston Astros,Toronto Blue Jays,2,4
2023-04-18,Colorado Rockies,Pittsburgh Pirates,3,5
2023-04-18,Oakland Athletics,Chicago Cubs,0,4
2023-04-18,San Diego Padres,Atlanta Braves,1,8
2023-04-18,Seattle Mariners,Milwaukee Brewers,5,6
2023-04-18,Los Angeles Dodgers,New York Mets,5,0
2023-04-19,Cincinnati Reds,Tampa Bay Rays,0,8
2023-04-19,Detroit Tigers,Cleveland Guardians,2,3
2023-04-19,Miami Marlins,San Francisco Giants,2,5
2023-04-19,St. Louis Cardinals,Arizona Diamondbacks,14,5
2023-04-19,Kansas City Royals,Texas Rangers,3,12
2023-04-19,Chicago White Sox,Philadelphia Phillies,2,5
2023-04-19,Los Angeles Dodgers,New York Mets,3,5
2023-04-19,Colorado Rockies,Pittsburgh Pirates,3,14
2023-04-19,Oakland Athletics,Chicago Cubs,2,12
2023-04-19,San Diego Padres,Atlanta Braves,1,0
2023-04-19,Seattle Mariners,Milwaukee Brewers,3,5
2023-04-19,Washington Nationals,Baltimore Orioles,0,4
2023-04-19,New York Yankees,Los Angeles Angels,3,2
2023-04-19,Boston Red Sox,Minnesota Twins,4,10
2023-04-19,Houston Astros,Toronto Blue Jays,8,1
2023-04-20,Boston Red Sox,Minnesota Twins,11,5
2023-04-20,New York Yankees,Los Angeles Angels,9,3
2023-04-20,Pittsburgh Pirates,Cincinnati Reds,4,3
2023-04-20,Philadelphia Phillies,Colorado Rockies,0,5
2023-04-20,Chicago Cubs,Los Angeles Dodgers,2,6
2023-04-20,Arizona Diamondbacks,San Diego Padres,5,7
2023-04-20,San Francisco Giants,New York Mets,4,9
2023-04-21,Chicago Cubs,Los Angeles Dodgers,13,0
2023-04-21,Pittsburgh Pirates,Cincinnati Reds,4,2
2023-04-21,Tampa Bay Rays,Chicago White Sox,8,7
2023-04-21,Baltimore Orioles,Detroit Tigers,2,1
2023-04-21,Philadelphia Phillies,Colorado Rockies,4,3
2023-04-21,New York Yankees,Toronto Blue Jays,1,6
2023-04-21,Atlanta Braves,Houston Astros,4,6
2023-04-21,Texas Rangers,Oakland Athletics,4,5
2023-04-21,Minnesota Twins,Washington Nationals,2,3
2023-04-21,Milwaukee Brewers,Boston Red Sox,3,5
2023-04-21,Los Angeles Angels,Kansas City Royals,2,0
2023-04-21,Arizona Diamondbacks,San Diego Padres,9,0
2023-04-21,Seattle Mariners,St. Louis Cardinals,5,2
2023-04-21,San Francisco Giants,New York Mets,0,7
2023-04-22,New York Yankees,Toronto Blue Jays,3,2
2023-04-22,Minnesota Twins,Washington Nationals,4,10
2023-04-22,Chicago Cubs,Los Angeles Dodgers,4,9
2023-04-22,Philadelphia Phillies,Colorado Rockies,4,3
2023-04-22,Cleveland Guardians,Miami Marlins,1,6
2023-04-22,Cleveland Guardians,Miami Marlins,2,3
2023-04-22,San Francisco Giants,New York Mets,7,4
2023-04-22,Tampa Bay Rays,Chicago White Sox,4,3
2023-04-22,Pittsburgh Pirates,Cincinnati Reds,2,1
2023-04-22,Baltimore Orioles,Detroit Tigers,5,1
2023-04-22,Texas Rangers,Oakland Athletics,18,3
2023-04-22,Milwaukee Brewers,Boston Red Sox,5,4
2023-04-22,Atlanta Braves,Houston Astros,3,6
2023-04-22,Arizona Diamondbacks,San Diego Padres,3,5
2023-04-22,Los Angeles Angels,Kansas City Royals,8,11
2023-04-22,Seattle Mariners,St. Louis Cardinals,5,4
2023-04-23,Philadelphia Phillies,Colorado Rockies,9,3
2023-04-23,Baltimore Orioles,Detroit Tigers,2,1
2023-04-23,Pittsburgh Pirates,Cincinnati Reds,2,0
2023-04-23,Atlanta Braves,Houston Astros,2,5
2023-04-23,New York Yankees,Toronto Blue Jays,1,5
2023-04-23,Tampa Bay Rays,Chicago White Sox,4,1
2023-04-23,Cleveland Guardians,Miami Marlins,7,4
2023-04-23,Minnesota Twins,Washington Nationals,3,1
2023-04-23,Milwaukee Brewers,Boston Red Sox,5,12
2023-04-23,Chicago Cubs,Los Angeles Dodgers,3,7
2023-04-23,Texas Rangers,Oakland Athletics,5,2
2023-04-23,Los Angeles Angels,Kansas City Royals,4,3
2023-04-23,Arizona Diamondbacks,San Diego Padres,5,7
2023-04-23,Seattle Mariners,St. Louis Cardinals,3,7
2023-04-23,San Francisco Giants,New York Mets,5,4
2023-04-24,Cleveland Guardians,Colorado Rockies,0,6
2023-04-24,Baltimore Orioles,Boston Red Sox,5,4
2023-04-24,Tampa Bay Rays,Houston Astros,8,3
2023-04-24,Cincinnati Reds,Texas Rangers,7,6
2023-04-24,Toronto Blue Jays,Chicago White Sox,5,2
2023-04-24,Atlanta Braves,Miami Marlins,11,0
2023-04-24,Minnesota Twins,New York Yankees,6,1
2023-04-24,Milwaukee Brewers,Detroit Tigers,2,4
2023-04-24,Los Angeles Angels,Oakland Athletics,10,11
2023-04-24,Arizona Diamondbacks,Kansas City Royals,5,4
2023-04-24,San Francisco Giants,St. Louis Cardinals,4,0
2023-04-25,Cleveland Guardians,Colorado Rockies,1,5
2023-04-25,Baltimore Orioles,Boston Red Sox,6,8
2023-04-25,Pittsburgh Pirates,Los Angeles Dodgers,7,8
2023-04-25,Tampa Bay Rays,Houston Astros,0,5
2023-04-25,Cincinnati Reds,Texas Rangers,7,6
2023-04-25,Philadelphia Phillies,Seattle Mariners,3,5
2023-04-25,Toronto Blue Jays,Chicago White Sox,7,0
2023-04-25,New York Mets,Washington Nationals,0,5
2023-04-25,Atlanta Braves,Miami Marlins,7,4
2023-04-25,Chicago Cubs,San Diego Padres,6,0
2023-04-25,Minnesota Twins,New York Yankees,6,2
2023-04-25,Milwaukee Brewers,Detroit Tigers,3,4
2023-04-25,Los Angeles Angels,Oakland Athletics,5,3
2023-04-25,Arizona Diamondbacks,Kansas City Royals,4,5
2023-04-25,San Francisco Giants,St. Louis Cardinals,5,4
2023-04-26,Cincinnati Reds,Texas Rangers,5,3
2023-04-26,Baltimore Orioles,Boston Red Sox,6,2
2023-04-26,Toronto Blue Jays,Chicago White Sox,8,0
2023-04-26,Cleveland Guardians,Colorado Rockies,4,1
2023-04-26,Minnesota Twins,New York Yankees,6,12
2023-04-26,Milwaukee Brewers,Detroit Tigers,6,2
2023-04-26,Arizona Diamondbacks,Kansas City Royals,2,0
2023-04-26,Pittsburgh Pirates,Los Angeles Dodgers,8,1
2023-04-26,Tampa Bay Rays,Houston Astros,0,1
2023-04-26,Philadelphia Phillies,Seattle Mariners,6,5
2023-04-26,New York Mets,Washington Nationals,1,4
2023-04-26,Atlanta Braves,Miami Marlins,6,4
2023-04-26,Chicago Cubs,San Diego Padres,3,5
2023-04-26,Los Angeles Angels,Oakland Athletics,11,3
2023-04-26,San Francisco Giants,St. Louis Cardinals,7,3
2023-04-27,Atlanta Braves,Miami Marlins,4,5
2023-04-27,Pittsburgh Pirates,Los Angeles Dodgers,6,2
2023-04-27,Philadelphia Phillies,Seattle Mariners,1,0
2023-04-27,Chicago Cubs,San Diego Padres,5,2
2023-04-27,San Francisco Giants,St. Louis Cardinals,0,6
2023-04-27,Los Angeles Angels,Oakland Athletics,8,7
2023-04-27,Detroit Tigers,Baltimore Orioles,4,7
2023-04-27,New York Mets,Washington Nationals,9,8
2023-04-27,Chicago White Sox,Tampa Bay Rays,5,14
2023-04-27,Minnesota Twins,Kansas City Royals,7,1
2023-04-27,Texas Rangers,New York Yankees,2,4
2023-04-28,Minnesota Twins,Kansas City Royals,8,6
2023-04-28,Miami Marlins,Chicago Cubs,3,2
2023-04-28,Toronto Blue Jays,Seattle Mariners,3,2
2023-04-28,Boston Red Sox,Cleveland Guardians,2,5
2023-04-28,New York Mets,Atlanta Braves,0,4
2023-04-28,Chicago White Sox,Tampa Bay Rays,2,3
2023-04-28,Texas Rangers,New York Yankees,5,2
2023-04-28,Houston Astros,Philadelphia Phillies,1,3
2023-04-28,Milwaukee Brewers,Los Angeles Angels,2,1
2023-04-28,Colorado Rockies,Arizona Diamondbacks,1,9
2023-04-28,Oakland Athletics,Cincinnati Reds,7,11
2023-04-28,Los Angeles Dodgers,St. Louis Cardinals,7,3
2023-04-29,Detroit Tigers,Baltimore Orioles,7,4
2023-04-29,Detroit Tigers,Baltimore Orioles,4,6
2023-04-29,Washington Nationals,Pittsburgh Pirates,3,6
2023-04-29,Washington Nationals,Pittsburgh Pirates,1,16
2023-04-29,Minnesota Twins,Kansas City Royals,2,3
2023-04-29,Toronto Blue Jays,Seattle Mariners,1,0
2023-04-29,Miami Marlins,Chicago Cubs,7,6
2023-04-29,Oakland Athletics,Cincinnati Reds,2,3
2023-04-29,Boston Red Sox,Cleveland Guardians,8,7
2023-04-29,Houston Astros,Philadelphia Phillies,1,6
2023-04-29,San Diego Padres,San Francisco Giants,16,11
2023-04-29,Texas Rangers,New York Yankees,2,0
2023-04-29,Chicago White Sox,Tampa Bay Rays,3,12
2023-04-29,Milwaukee Brewers,Los Angeles Angels,7,5
2023-04-29,Colorado Rockies,Arizona Diamondbacks,4,11
2023-04-29,Los Angeles Dodgers,St. Louis Cardinals,1,0
2023-04-30,Miami Marlins,Chicago Cubs,4,3
2023-04-30,Boston Red Sox,Cleveland Guardians,7,1
2023-04-30,Washington Nationals,Pittsburgh Pirates,7,2
2023-04-30,Toronto Blue Jays,Seattle Mariners,8,10
2023-04-30,Detroit Tigers,Baltimore Orioles,3,5
2023-04-30,Minnesota Twins,Kansas City Royals,8,4
2023-04-30,Chicago White Sox,Tampa Bay Rays,12,9
2023-04-30,Milwaukee Brewers,Los Angeles Angels,0,3
2023-04-30,Texas Rangers,New York Yankees,15,2
2023-04-30,Colorado Rockies,Arizona Diamondbacks,12,4
2023-04-30,San Diego Padres,San Francisco Giants,6,4
2023-04-30,Oakland Athletics,Cincinnati Reds,5,4
2023-04-30,Los Angeles Dodgers,St. Louis Cardinals,6,3
2023-04-30,Houston Astros,Philadelphia Phillies,4,3
2023-05-01,New York Mets,Atlanta Braves,8,9
2023-05-01,New York Mets,Atlanta Braves,5,3
2023-05-01,Washington Nationals,Chicago Cubs,1,5
2023-05-01,New York Yankees,Cleveland Guardians,2,3
2023-05-01,Boston Red Sox,Toronto Blue Jays,6,5
2023-05-01,Houston Astros,San Francisco Giants,7,3
2023-05-01,San Diego Padres,Cincinnati Reds,8,3
2023-05-01,Los Angeles Dodgers,Philadelphia Phillies,13,4
2023-05-02,Tampa Bay Rays,Pittsburgh Pirates,4,1
2023-05-02,Miami Marlins,Atlanta Braves,0,6
2023-05-02,Washington Nationals,Chicago Cubs,4,1
2023-05-02,New York Yankees,Cleveland Guardians,4,2
2023-05-02,Boston Red Sox,Toronto Blue Jays,7,6
2023-05-02,Chicago White Sox,Minnesota Twins,3,2
2023-05-02,Kansas City Royals,Baltimore Orioles,7,11
2023-05-02,St. Louis Cardinals,Los Angeles Angels,1,5
2023-05-02,Texas Rangers,Arizona Diamondbacks,6,4
2023-05-02,Houston Astros,San Francisco Giants,0,2
2023-05-02,Colorado Rockies,Milwaukee Brewers,3,2
2023-05-02,San Diego Padres,Cincinnati Reds,1,2
2023-05-02,Oakland Athletics,Seattle Mariners,1,2
2023-05-02,Los Angeles Dodgers,Philadelphia Phillies,13,1
2023-05-03,Detroit Tigers,New York Mets,6,5
2023-05-03,Detroit Tigers,New York Mets,8,1
2023-05-03,Texas Rangers,Arizona Diamondbacks,7,12
2023-05-03,Houston Astros,San Francisco Giants,2,4
2023-05-03,San Diego Padres,Cincinnati Reds,7,1
2023-05-03,Los Angeles Dodgers,Philadelphia Phillies,10,6
2023-05-03,Tampa Bay Rays,Pittsburgh Pirates,8,1
2023-05-03,Miami Marlins,Atlanta Braves,6,14
2023-05-03,Washington Nationals,Chicago Cubs,2,1
2023-05-03,New York Yankees,Cleveland Guardians,4,3
2023-05-03,Boston Red Sox,Toronto Blue Jays,8,3
2023-05-03,Chicago White Sox,Minnesota Twins,6,4
2023-05-03,Kansas City Royals,Baltimore Orioles,6,0
2023-05-03,St. Louis Cardinals,Los Angeles Angels,4,6
2023-05-03,Colorado Rockies,Milwaukee Brewers,7,1
2023-05-03,Oakland Athletics,Seattle Mariners,2,7
2023-05-04,Washington Nationals,Chicago Cubs,4,3
2023-05-04,Detroit Tigers,New York Mets,2,0
2023-05-04,Tampa Bay Rays,Pittsburgh Pirates,3,2
2023-05-04,St. Louis Cardinals,Los Angeles Angels,7,11
2023-05-04,Kansas City Royals,Baltimore Orioles,10,13
2023-05-04,Chicago White Sox,Minnesota Twins,3,7
2023-05-04,Colorado Rockies,Milwaukee Brewers,9,6
2023-05-04,Oakland Athletics,Seattle Mariners,3,5
2023-05-04,Miami Marlins,Atlanta Braves,3,6
2023-05-04,Boston Red Sox,Toronto Blue Jays,11,5
2023-05-05,Chicago Cubs,Miami Marlins,4,1
2023-05-05,Pittsburgh Pirates,Toronto Blue Jays,0,4
2023-05-05,Cincinnati Reds,Chicago White Sox,4,5
2023-05-05,Tampa Bay Rays,New York Yankees,5,4
2023-05-05,Philadelphia Phillies,Boston Red Sox,3,5
2023-05-05,New York Mets,Colorado Rockies,1,0
2023-05-05,Cleveland Guardians,Minnesota Twins,0,2
2023-05-05,Atlanta Braves,Baltimore Orioles,4,9
2023-05-05,Kansas City Royals,Oakland Athletics,8,12
2023-05-05,St. Louis Cardinals,Detroit Tigers,4,5
2023-05-05,Los Angeles Angels,Texas Rangers,5,4
2023-05-05,Arizona Diamondbacks,Washington Nationals,3,1
2023-05-05,San Diego Padres,Los Angeles Dodgers,5,2
2023-05-05,Seattle Mariners,Houston Astros,4,6
2023-05-05,San Francisco Giants,Milwaukee Brewers,6,4
2023-05-06,St. Louis Cardinals,Detroit Tigers,5,6
2023-05-06,Chicago Cubs,Miami Marlins,4,2
2023-05-06,New York Mets,Colorado Rockies,2,5
2023-05-06,Tampa Bay Rays,New York Yankees,2,3
2023-05-06,Cleveland Guardians,Minnesota Twins,4,3
2023-05-06,Pittsburgh Pirates,Toronto Blue Jays,2,8
2023-05-06,Cincinnati Reds,Chicago White Sox,5,3
2023-05-06,Kansas City Royals,Oakland Athletics,4,5
2023-05-06,Philadelphia Phillies,Boston Red Sox,4,7
2023-05-06,Atlanta Braves,Baltimore Orioles,5,4
2023-05-06,San Francisco Giants,Milwaukee Brewers,4,1
2023-05-06,Arizona Diamondbacks,Washington Nationals,8,7
2023-05-06,San Diego Padres,Los Angeles Dodgers,1,2
2023-05-06,Los Angeles Angels,Texas Rangers,1,10
2023-05-06,Seattle Mariners,Houston Astros,7,5
2023-05-07,Atlanta Braves,Baltimore Orioles,3,2
2023-05-07,Pittsburgh Pirates,Toronto Blue Jays,1,10
2023-05-07,Philadelphia Phillies,Boston Red Sox,6,1
2023-05-07,New York Mets,Colorado Rockies,6,13
2023-05-07,Cleveland Guardians,Minnesota Twins,2,0
2023-05-07,Tampa Bay Rays,New York Yankees,8,7
2023-05-07,Kansas City Royals,Oakland Athletics,5,1
2023-05-07,St. Louis Cardinals,Detroit Tigers,12,6
2023-05-07,Chicago Cubs,Miami Marlins,4,5
2023-05-07,San Francisco Giants,Milwaukee Brewers,3,7
2023-05-07,Los Angeles Angels,Texas Rangers,8,16
2023-05-07,Arizona Diamondbacks,Washington Nationals,8,9
2023-05-07,Seattle Mariners,Houston Astros,3,1
2023-05-07,Cincinnati Reds,Chicago White Sox,4,17
2023-05-07,San Diego Padres,Los Angeles Dodgers,2,5
2023-05-08,Cleveland Guardians,Detroit Tigers,2,6
2023-05-08,Pittsburgh Pirates,Colorado Rockies,2,0
2023-05-08,Baltimore Orioles,Tampa Bay Rays,0,3
2023-05-08,New York Yankees,Oakland Athletics,7,2
2023-05-08,Chicago Cubs,St. Louis Cardinals,1,3
2023-05-08,Kansas City Royals,Chicago White Sox,12,5
2023-05-08,Milwaukee Brewers,Los Angeles Dodgers,9,3
2023-05-08,Los Angeles Angels,Houston Astros,6,4
2023-05-08,Seattle Mariners,Texas Rangers,1,2
2023-05-08,Arizona Diamondbacks,Miami Marlins,5,2
2023-05-08,San Francisco Giants,Washington Nationals,1,5
2023-05-09,Cleveland Guardians,Detroit Tigers,2,0
2023-05-09,Pittsburgh Pirates,Colorado Rockies,1,10
2023-05-09,Baltimore Orioles,Tampa Bay Rays,4,2
2023-05-09,Cincinnati Reds,New York Mets,7,6
2023-05-09,Philadelphia Phillies,Toronto Blue Jays,8,4
2023-05-09,New York Yankees,Oakland Athletics,10,5
2023-05-09,Atlanta Braves,Boston Red Sox,9,3
2023-05-09,Chicago Cubs,St. Louis Cardinals,4,6
2023-05-09,Minnesota Twins,San Diego Padres,1,6
2023-05-09,Kansas City Royals,Chicago White Sox,2,4
2023-05-09,Milwaukee Brewers,Los Angeles Dodgers,2,6
2023-05-09,Los Angeles Angels,Houston Astros,1,3
2023-05-09,Seattle Mariners,Texas Rangers,5,0
2023-05-09,Arizona Diamondbacks,Miami Marlins,2,6
2023-05-09,San Francisco Giants,Washington Nationals,4,1
2023-05-10,Pittsburgh Pirates,Colorado Rockies,3,4
2023-05-10,New York Yankees,Oakland Athletics,11,3
2023-05-10,Cleveland Guardians,Detroit Tigers,0,5
2023-05-10,Milwaukee Brewers,Los Angeles Dodgers,1,8
2023-05-10,Seattle Mariners,Texas Rangers,3,4
2023-05-10,Arizona Diamondbacks,Miami Marlins,4,5
2023-05-10,San Francisco Giants,Washington Nationals,6,11
2023-05-10,Philadelphia Phillies,Toronto Blue Jays,2,1
2023-05-10,Los Angeles Angels,Houston Astros,4,5
2023-05-10,Baltimore Orioles,Tampa Bay Rays,2,1
2023-05-10,Cincinnati Reds,New York Mets,1,2
2023-05-10,Atlanta Braves,Boston Red Sox,2,5
2023-05-10,Chicago Cubs,St. Louis Cardinals,10,4
2023-05-10,Minnesota Twins,San Diego Padres,4,3
2023-05-10,Kansas City Royals,Chicago White Sox,9,1
2023-05-11,Cincinnati Reds,New York Mets,5,0
2023-05-11,Minnesota Twins,San Diego Padres,5,3
2023-05-11,Kansas City Royals,Chicago White Sox,4,3
2023-05-11,New York Yankees,Tampa Bay Rays,2,8
2023-05-11,Arizona Diamondbacks,San Francisco Giants,2,6
2023-05-11,Oakland Athletics,Texas Rangers,0,4
2023-05-12,Detroit Tigers,Seattle Mariners,2,9
2023-05-12,Miami Marlins,Cincinnati Reds,4,7
2023-05-12,Washington Nationals,New York Mets,2,3
2023-05-12,Baltimore Orioles,Pittsburgh Pirates,6,3
2023-05-12,New York Yankees,Tampa Bay Rays,6,5
2023-05-12,Toronto Blue Jays,Atlanta Braves,3,0
2023-05-12,Cleveland Guardians,Los Angeles Angels,4,5
2023-05-12,Boston Red Sox,St. Louis Cardinals,6,8
2023-05-12,Minnesota Twins,Chicago Cubs,2,6
2023-05-12,Chicago White Sox,Houston Astros,1,5
2023-05-12,Milwaukee Brewers,Kansas City Royals,5,1
2023-05-12,Colorado Rockies,Philadelphia Phillies,3,6
2023-05-12,Arizona Diamondbacks,San Francisco Giants,7,5
2023-05-12,Oakland Athletics,Texas Rangers,9,7
2023-05-12,Los Angeles Dodgers,San Diego Padres,4,2
2023-05-13,New York Yankees,Tampa Bay Rays,9,8
2023-05-13,Detroit Tigers,Seattle Mariners,0,5
2023-05-13,Miami Marlins,Cincinnati Reds,5,6
2023-05-13,Minnesota Twins,Chicago Cubs,11,1
2023-05-13,Toronto Blue Jays,Atlanta Braves,5,2
2023-05-13,Washington Nationals,New York Mets,3,2
2023-05-13,Oakland Athletics,Texas Rangers,0,5
2023-05-13,Boston Red Sox,St. Louis Cardinals,3,4
2023-05-13,Cleveland Guardians,Los Angeles Angels,8,6
2023-05-13,Baltimore Orioles,Pittsburgh Pirates,2,0
2023-05-13,Milwaukee Brewers,Kansas City Royals,4,3
2023-05-13,Los Angeles Dodgers,San Diego Padres,4,2
2023-05-13,Chicago White Sox,Houston Astros,3,1
2023-05-13,Arizona Diamondbacks,San Francisco Giants,7,2
2023-05-13,Colorado Rockies,Philadelphia Phillies,4,7
2023-05-14,Cleveland Guardians,Los Angeles Angels,4,3
2023-05-13,Washington Nationals,New York Mets,3,2
2023-05-14,Baltimore Orioles,Pittsburgh Pirates,0,4
2023-05-14,New York Yankees,Tampa Bay Rays,7,8
2023-05-14,Toronto Blue Jays,Atlanta Braves,6,5
2023-05-14,Detroit Tigers,Seattle Mariners,5,3
2023-05-14,Miami Marlins,Cincinnati Reds,3,1
2023-05-14,Minnesota Twins,Chicago Cubs,16,3
2023-05-14,Chicago White Sox,Houston Astros,3,4
2023-05-14,Milwaukee Brewers,Kansas City Royals,9,6
2023-05-14,Colorado Rockies,Philadelphia Phillies,4,0
2023-05-14,Oakland Athletics,Texas Rangers,3,11
2023-05-14,Los Angeles Dodgers,San Diego Padres,4,0
2023-05-14,Arizona Diamondbacks,San Francisco Giants,2,1
2023-05-14,Washington Nationals,New York Mets,2,8
2023-05-14,Boston Red Sox,St. Louis Cardinals,1,9
2023-05-15,Washington Nationals,New York Mets,10,3
2023-05-15,Baltimore Orioles,Los Angeles Angels,5,9
2023-05-15,Toronto Blue Jays,New York Yankees,4,7
2023-05-15,Boston Red Sox,Seattle Mariners,1,10
2023-05-15,St. Louis Cardinals,Milwaukee Brewers,18,1
2023-05-15,Texas Rangers,Atlanta Braves,0,12
2023-05-15,Houston Astros,Chicago Cubs,6,4
2023-05-15,Colorado Rockies,Cincinnati Reds,9,8
2023-05-15,Oakland Athletics,Arizona Diamondbacks,2,5
2023-05-15,San Diego Padres,Kansas City Royals,4,0
2023-05-15,San Francisco Giants,Philadelphia Phillies,6,3
2023-05-15,Los Angeles Dodgers,Minnesota Twins,9,8
2023-05-16,Baltimore Orioles,Los Angeles Angels,7,3
2023-05-16,Detroit Tigers,Pittsburgh Pirates,4,0
2023-05-16,Miami Marlins,Washington Nationals,5,4
2023-05-16,Toronto Blue Jays,New York Yankees,3,6
2023-05-16,Boston Red Sox,Seattle Mariners,9,4
2023-05-16,New York Mets,Tampa Bay Rays,5,8
2023-05-16,St. Louis Cardinals,Milwaukee Brewers,2,3
2023-05-16,Texas Rangers,Atlanta Braves,7,4
2023-05-16,Houston Astros,Chicago Cubs,7,3
2023-05-16,Chicago White Sox,Cleveland Guardians,8,3
2023-05-16,Colorado Rockies,Cincinnati Reds,1,3
2023-05-16,Oakland Athletics,Arizona Diamondbacks,9,8
2023-05-16,San Diego Padres,Kansas City Royals,4,5
2023-05-16,San Francisco Giants,Philadelphia Phillies,4,3
2023-05-16,Los Angeles Dodgers,Minnesota Twins,1,5
2023-05-17,Detroit Tigers,Pittsburgh Pirates,0,8
2023-05-17,Colorado Rockies,Cincinnati Reds,11,6
2023-05-17,Los Angeles Dodgers,Minnesota Twins,7,3
2023-05-17,Oakland Athletics,Arizona Diamondbacks,3,5
2023-05-17,San Francisco Giants,Philadelphia Phillies,7,4
2023-05-17,San Diego Padres,Kansas City Royals,3,4
2023-05-17,Baltimore Orioles,Los Angeles Angels,3,1
2023-05-17,Miami Marlins,Washington Nationals,4,3
2023-05-17,Toronto Blue Jays,New York Yankees,3,0
2023-05-17,Boston Red Sox,Seattle Mariners,12,3
2023-05-17,New York Mets,Tampa Bay Rays,8,7
2023-05-17,St. Louis Cardinals,Milwaukee Brewers,3,0
2023-05-17,Texas Rangers,Atlanta Braves,5,6
2023-05-17,Houston Astros,Chicago Cubs,7,6
2023-05-17,Chicago White Sox,Cleveland Guardians,7,2
2023-05-18,Baltimore Orioles,Los Angeles Angels,5,6
2023-05-18,New York Mets,Tampa Bay Rays,3,2
2023-05-18,Miami Marlins,Washington Nationals,5,3
2023-05-18,Chicago White Sox,Cleveland Guardians,1,3
2023-05-18,Toronto Blue Jays,New York Yankees,2,4
2023-05-18,St. Louis Cardinals,Los Angeles Dodgers,16,8
2023-05-19,Pittsburgh Pirates,Arizona Diamondbacks,13,3
2023-05-19,Cincinnati Reds,New York Yankees,2,6
2023-05-19,Tampa Bay Rays,Milwaukee Brewers,1,0
2023-05-19,Washington Nationals,Detroit Tigers,6,8
2023-05-19,Philadelphia Phillies,Chicago Cubs,1,10
2023-05-19,Toronto Blue Jays,Baltimore Orioles,2,6
2023-05-19,New York Mets,Cleveland Guardians,10,9
2023-05-19,Atlanta Braves,Seattle Mariners,6,2
2023-05-19,Texas Rangers,Colorado Rockies,7,2
2023-05-19,Houston Astros,Oakland Athletics,5,1
2023-05-19,Chicago White Sox,Kansas City Royals,2,0
2023-05-19,St. Louis Cardinals,Los Angeles Dodgers,0,5
2023-05-19,Los Angeles Angels,Minnesota Twins,5,4
2023-05-19,San Diego Padres,Boston Red Sox,1,6
2023-05-19,San Francisco Giants,Miami Marlins,4,3
2023-05-20,Chicago White Sox,Kansas City Royals,5,1
2023-05-20,Toronto Blue Jays,Baltimore Orioles,5,6
2023-05-20,Washington Nationals,Detroit Tigers,5,2
2023-05-20,Pittsburgh Pirates,Arizona Diamondbacks,3,4
