date,home,away,home_goals,away_goals
2025-06-19,Toronto Blue Jays,Arizona Diamondbacks,5,9
2025-06-19,San Francisco Giants,Cleveland Guardians,2,1
2025-06-19,Miami Marlins,Philadelphia Phillies,1,2
2025-06-19,Atlanta Braves,New York Mets,7,1
2025-06-19,Tampa Bay Rays,Baltimore Orioles,1,4
2025-06-19,Athletics,Houston Astros,6,4
2025-06-19,Los Angeles Dodgers,San Diego Padres,3,5
2025-06-20,Chicago Cubs,Seattle Mariners,4,9
2025-06-20,Pittsburgh Pirates,Texas Rangers,2,6
2025-06-20,Tampa Bay Rays,Detroit Tigers,14,8
2025-06-20,New York Yankees,Baltimore Orioles,3,5
2025-06-20,Toronto Blue Jays,Chicago White Sox,1,7
2025-06-20,Miami Marlins,Atlanta Braves,6,2
2025-06-20,St. Louis Cardinals,Cincinnati Reds,6,1
2025-06-20,Philadelphia Phillies,New York Mets,10,2
2025-06-20,Minnesota Twins,Milwaukee Brewers,6,17
2025-06-20,Colorado Rockies,Arizona Diamondbacks,8,14
2025-06-20,Los Angeles Angels,Houston Astros,2,3
2025-06-20,San Diego Padres,Kansas City Royals,5,6
2025-06-20,Athletics,Cleveland Guardians,5,1
2025-06-20,Los Angeles Dodgers,Washington Nationals,6,5
2025-06-20,San Francisco Giants,Boston Red Sox,5,7
2025-06-21,Tampa Bay Rays,Detroit Tigers,8,3
2025-06-21,New York Yankees,Baltimore Orioles,9,0
2025-06-21,Minnesota Twins,Milwaukee Brewers,0,9
2025-06-21,St. Louis Cardinals,Cincinnati Reds,6,5
2025-06-21,Chicago Cubs,Seattle Mariners,10,7
2025-06-21,Toronto Blue Jays,Chicago White Sox,7,1
2025-06-21,San Francisco Giants,Boston Red Sox,3,2
2025-06-21,Pittsburgh Pirates,Texas Rangers,2,3
2025-06-21,Miami Marlins,Atlanta Braves,0,7
2025-06-21,San Diego Padres,Kansas City Royals,5,1
2025-06-21,Philadelphia Phillies,New York Mets,4,11
2025-06-21,Colorado Rockies,Arizona Diamondbacks,3,5
2025-06-21,Los Angeles Angels,Houston Astros,9,1
2025-06-21,Athletics,Cleveland Guardians,2,4
2025-06-21,Los Angeles Dodgers,Washington Nationals,3,7
2025-06-22,New York Yankees,Baltimore Orioles,4,2
2025-06-22,Tampa Bay Rays,Detroit Tigers,3,9
2025-06-22,Pittsburgh Pirates,Texas Rangers,8,3
2025-06-22,Toronto Blue Jays,Chicago White Sox,2,4
2025-06-22,Miami Marlins,Atlanta Braves,5,3
2025-06-22,Minnesota Twins,Milwaukee Brewers,8,9
2025-06-22,St. Louis Cardinals,Cincinnati Reds,1,4
2025-06-22,Chicago Cubs,Seattle Mariners,6,14
2025-06-22,Colorado Rockies,Arizona Diamondbacks,4,2
2025-06-22,Athletics,Cleveland Guardians,0,3
2025-06-22,San Francisco Giants,Boston Red Sox,9,5
2025-06-22,Los Angeles Angels,Houston Astros,7,8
2025-06-22,Los Angeles Dodgers,Washington Nationals,13,7
2025-06-22,San Diego Padres,Kansas City Royals,3,2
2025-06-22,Philadelphia Phillies,New York Mets,7,1
2025-06-23,Baltimore Orioles,Texas Rangers,6,0
2025-06-23,New York Mets,Atlanta Braves,2,3
2025-06-23,Cincinnati Reds,New York Yankees,6,1
2025-06-23,Minnesota Twins,Seattle Mariners,2,11
2025-06-23,Chicago White Sox,Arizona Diamondbacks,0,10
2025-06-23,Milwaukee Brewers,Pittsburgh Pirates,4,5
2025-06-23,St. Louis Cardinals,Chicago Cubs,8,2
2025-06-23,Los Angeles Angels,Boston Red Sox,9,5
2025-06-23,San Diego Padres,Washington Nationals,6,10
2025-06-24,Baltimore Orioles,Texas Rangers,5,6
2025-06-24,Detroit Tigers,Athletics,11,4
2025-06-24,Cleveland Guardians,Toronto Blue Jays,6,10
2025-06-24,New York Mets,Atlanta Braves,4,7
2025-06-24,Cincinnati Reds,New York Yankees,5,4
2025-06-24,Kansas City Royals,Tampa Bay Rays,1,5
2025-06-24,Minnesota Twins,Seattle Mariners,5,6
2025-06-24,Chicago White Sox,Arizona Diamondbacks,1,4
2025-06-24,Milwaukee Brewers,Pittsburgh Pirates,9,3
2025-06-24,St. Louis Cardinals,Chicago Cubs,8,7
2025-06-24,Houston Astros,Philadelphia Phillies,1,0
2025-06-24,Colorado Rockies,Los Angeles Dodgers,7,9
2025-06-24,Los Angeles Angels,Boston Red Sox,3,2
2025-06-24,San Diego Padres,Washington Nationals,4,3
2025-06-24,San Francisco Giants,Miami Marlins,2,4
2025-06-25,Chicago White Sox,Arizona Diamondbacks,7,3
2025-06-25,Milwaukee Brewers,Pittsburgh Pirates,4,2
2025-06-25,Los Angeles Angels,Boston Red Sox,5,2
2025-06-25,San Diego Padres,Washington Nationals,1,0
2025-06-25,Baltimore Orioles,Texas Rangers,0,7
2025-06-25,Detroit Tigers,Athletics,0,3
2025-06-25,Cleveland Guardians,Toronto Blue Jays,5,4
2025-06-25,New York Mets,Atlanta Braves,7,3
2025-06-25,Cincinnati Reds,New York Yankees,1,7
2025-06-25,Kansas City Royals,Tampa Bay Rays,0,3
2025-06-25,Minnesota Twins,Seattle Mariners,2,0
2025-06-25,St. Louis Cardinals,Chicago Cubs,0,8
2025-06-25,Houston Astros,Philadelphia Phillies,2,0
2025-06-25,Colorado Rockies,Los Angeles Dodgers,1,8
2025-06-25,San Francisco Giants,Miami Marlins,5,8
2025-06-26,Detroit Tigers,Athletics,8,0
2025-06-26,Cleveland Guardians,Toronto Blue Jays,0,6
2025-06-26,Minnesota Twins,Seattle Mariners,10,1
2025-06-26,Kansas City Royals,Tampa Bay Rays,0,4
2025-06-26,Houston Astros,Philadelphia Phillies,2,1
2025-06-26,St. Louis Cardinals,Chicago Cubs,0,3
2025-06-26,Colorado Rockies,Los Angeles Dodgers,1,3
2025-06-26,San Francisco Giants,Miami Marlins,5,12
2025-06-26,New York Mets,Atlanta Braves,4,0
2025-06-27,Pittsburgh Pirates,New York Mets,9,1
2025-06-27,Baltimore Orioles,Tampa Bay Rays,22,8
2025-06-27,New York Yankees,Athletics,3,0
2025-06-27,Cincinnati Reds,San Diego Padres,8,1
2025-06-27,Cleveland Guardians,St. Louis Cardinals,0,5
2025-06-27,Boston Red Sox,Toronto Blue Jays,0,9
2025-06-27,Detroit Tigers,Minnesota Twins,1,4
2025-06-27,Atlanta Braves,Philadelphia Phillies,0,13
2025-06-27,Chicago White Sox,San Francisco Giants,1,3
2025-06-27,Texas Rangers,Seattle Mariners,6,7
2025-06-27,Houston Astros,Chicago Cubs,7,4
2025-06-27,Kansas City Royals,Los Angeles Dodgers,4,5
2025-06-27,Milwaukee Brewers,Colorado Rockies,10,6
2025-06-27,Los Angeles Angels,Washington Nationals,9,15
2025-06-27,Arizona Diamondbacks,Miami Marlins,8,9
2025-06-28,New York Yankees,Athletics,0,7
2025-06-28,Detroit Tigers,Minnesota Twins,10,5
2025-06-28,Pittsburgh Pirates,New York Mets,9,2
2025-06-28,Baltimore Orioles,Tampa Bay Rays,3,11
2025-06-28,Texas Rangers,Seattle Mariners,3,2
2025-06-28,Kansas City Royals,Los Angeles Dodgers,9,5
2025-06-28,Cincinnati Reds,San Diego Padres,4,6
2025-06-28,Cleveland Guardians,St. Louis Cardinals,6,9
2025-06-28,Boston Red Sox,Toronto Blue Jays,15,1
2025-06-28,Chicago White Sox,San Francisco Giants,1,0
2025-06-28,Arizona Diamondbacks,Miami Marlins,7,8
2025-06-28,Milwaukee Brewers,Colorado Rockies,5,0
2025-06-28,Houston Astros,Chicago Cubs,3,12
2025-06-28,Atlanta Braves,Philadelphia Phillies,6,1
2025-06-28,Los Angeles Angels,Washington Nationals,8,2
2025-06-29,Cleveland Guardians,St. Louis Cardinals,0,7
2025-06-29,Pittsburgh Pirates,New York Mets,12,1
2025-06-29,Baltimore Orioles,Tampa Bay Rays,5,1
2025-06-29,Boston Red Sox,Toronto Blue Jays,3,5
2025-06-29,Atlanta Braves,Philadelphia Phillies,1,2
2025-06-29,New York Yankees,Athletics,12,5
2025-06-29,Cincinnati Reds,San Diego Padres,3,2
2025-06-29,Houston Astros,Chicago Cubs,2,0
2025-06-29,Kansas City Royals,Los Angeles Dodgers,1,5
2025-06-29,Chicago White Sox,San Francisco Giants,5,2
2025-06-29,Milwaukee Brewers,Colorado Rockies,3,4
2025-06-29,Texas Rangers,Seattle Mariners,4,6
2025-06-29,Los Angeles Angels,Washington Nationals,4,7
2025-06-29,Arizona Diamondbacks,Miami Marlins,4,6
2025-06-29,Detroit Tigers,Minnesota Twins,3,0
2025-06-30,Philadelphia Phillies,San Diego Padres,4,0
2025-06-30,Pittsburgh Pirates,St. Louis Cardinals,7,0
2025-06-30,Toronto Blue Jays,New York Yankees,5,4
2025-06-30,Boston Red Sox,Cincinnati Reds,13,6
2025-06-30,Tampa Bay Rays,Athletics,4,6
2025-06-30,Texas Rangers,Baltimore Orioles,6,10
2025-06-30,Seattle Mariners,Kansas City Royals,6,2
2025-06-30,Arizona Diamondbacks,San Francisco Giants,4,2
2025-07-01,Toronto Blue Jays,New York Yankees,12,5
2025-07-01,Pittsburgh Pirates,St. Louis Cardinals,1,0
2025-07-01,Miami Marlins,Minnesota Twins,2,0
2025-07-01,Tampa Bay Rays,Athletics,3,4
2025-07-01,Boston Red Sox,Cincinnati Reds,5,3
2025-07-01,Atlanta Braves,Los Angeles Angels,0,4
2025-07-01,Chicago Cubs,Cleveland Guardians,5,2
2025-07-01,Texas Rangers,Baltimore Orioles,10,2
2025-07-01,Colorado Rockies,Houston Astros,5,6
2025-07-01,Seattle Mariners,Kansas City Royals,3,6
2025-07-01,Arizona Diamondbacks,San Francisco Giants,8,2
2025-07-01,Los Angeles Dodgers,Chicago White Sox,6,1
2025-07-02,Tampa Bay Rays,Athletics,6,5
2025-07-02,Pittsburgh Pirates,St. Louis Cardinals,5,0
2025-07-02,Washington Nationals,Detroit Tigers,2,11
2025-07-02,Washington Nationals,Detroit Tigers,9,4
2025-07-02,Philadelphia Phillies,San Diego Padres,4,6
2025-07-02,Philadelphia Phillies,San Diego Padres,5,1
2025-07-02,New York Mets,Milwaukee Brewers,2,7
2025-07-02,New York Mets,Milwaukee Brewers,7,3
2025-07-01,Boston Red Sox,Cincinnati Reds,5,3
2025-07-02,Miami Marlins,Minnesota Twins,1,2
2025-07-02,Toronto Blue Jays,New York Yankees,11,9
2025-07-02,Boston Red Sox,Cincinnati Reds,4,8
2025-07-02,Atlanta Braves,Los Angeles Angels,8,3
2025-07-02,Chicago Cubs,Cleveland Guardians,5,4
2025-07-02,Texas Rangers,Baltimore Orioles,6,0
2025-07-02,Colorado Rockies,Houston Astros,3,5
2025-07-02,Seattle Mariners,Kansas City Royals,3,2
2025-07-02,Arizona Diamondbacks,San Francisco Giants,5,6
2025-07-02,Los Angeles Dodgers,Chicago White Sox,5,4
2025-07-03,Miami Marlins,Minnesota Twins,4,1
2025-07-03,Colorado Rockies,Houston Astros,7,6
2025-07-03,Washington Nationals,Detroit Tigers,11,7
2025-07-03,Toronto Blue Jays,New York Yankees,8,5
2025-07-03,New York Mets,Milwaukee Brewers,3,2
2025-07-03,Atlanta Braves,Los Angeles Angels,1,5
2025-07-03,Chicago Cubs,Cleveland Guardians,1,0
2025-07-03,Arizona Diamondbacks,San Francisco Giants,2,7
2025-07-03,Seattle Mariners,Kansas City Royals,2,3
2025-07-03,Los Angeles Dodgers,Chicago White Sox,6,2
2025-07-04,Washington Nationals,Boston Red Sox,2,11
2025-07-04,Philadelphia Phillies,Cincinnati Reds,6,9
2025-07-04,Chicago Cubs,St. Louis Cardinals,11,3
2025-07-04,New York Mets,New York Yankees,6,5
2025-07-04,Seattle Mariners,Pittsburgh Pirates,6,0
2025-07-04,Minnesota Twins,Tampa Bay Rays,4,3
2025-07-04,San Diego Padres,Texas Rangers,3,2
2025-07-04,Toronto Blue Jays,Los Angeles Angels,4,3
2025-07-04,Cleveland Guardians,Detroit Tigers,1,2
2025-07-04,Miami Marlins,Milwaukee Brewers,5,6
2025-07-04,Atlanta Braves,Baltimore Orioles,2,3
2025-07-04,Colorado Rockies,Chicago White Sox,2,3
2025-07-04,Los Angeles Dodgers,Houston Astros,1,18
2025-07-04,Arizona Diamondbacks,Kansas City Royals,3,9
2025-07-04,Athletics,San Francisco Giants,11,2
2025-07-05,Minnesota Twins,Tampa Bay Rays,6,5
2025-07-05,Chicago Cubs,St. Louis Cardinals,6,8
2025-07-05,Toronto Blue Jays,Los Angeles Angels,4,3
2025-07-05,Washington Nationals,Boston Red Sox,3,10
2025-07-05,Philadelphia Phillies,Cincinnati Reds,5,1
2025-07-05,Arizona Diamondbacks,Kansas City Royals,7,1
2025-07-05,Atlanta Braves,Baltimore Orioles,6,9
2025-07-05,New York Mets,New York Yankees,12,6
2025-07-05,Miami Marlins,Milwaukee Brewers,4,2
2025-07-05,Cleveland Guardians,Detroit Tigers,0,1
2025-07-05,Los Angeles Dodgers,Houston Astros,4,6
2025-07-05,Colorado Rockies,Chicago White Sox,3,10
2025-07-05,San Diego Padres,Texas Rangers,4,7
2025-07-05,Athletics,San Francisco Giants,2,7
2025-07-05,Seattle Mariners,Pittsburgh Pirates,1,0
2025-07-06,Atlanta Braves,Baltimore Orioles,1,2
2025-07-06,Washington Nationals,Boston Red Sox,4,6
2025-07-06,Philadelphia Phillies,Cincinnati Reds,3,1
2025-07-06,Toronto Blue Jays,Los Angeles Angels,3,2
2025-07-06,Cleveland Guardians,Detroit Tigers,2,7
2025-07-06,New York Mets,New York Yankees,4,6
2025-07-06,Miami Marlins,Milwaukee Brewers,1,3
2025-07-06,Minnesota Twins,Tampa Bay Rays,5,7
2025-07-06,Colorado Rockies,Chicago White Sox,6,4
2025-07-06,Arizona Diamondbacks,Kansas City Royals,0,4
2025-07-06,Los Angeles Dodgers,Houston Astros,1,5
2025-07-06,Seattle Mariners,Pittsburgh Pirates,1,0
2025-07-06,Chicago Cubs,St. Louis Cardinals,11,0
2025-07-06,San Diego Padres,Texas Rangers,4,1
2025-07-06,Athletics,San Francisco Giants,2,6
2025-07-07,Detroit Tigers,Tampa Bay Rays,5,1
2025-07-07,Boston Red Sox,Colorado Rockies,9,3
2025-07-07,Cincinnati Reds,Miami Marlins,1,5
2025-07-07,Kansas City Royals,Pittsburgh Pirates,9,3
2025-07-07,Chicago White Sox,Toronto Blue Jays,4,8
2025-07-07,Milwaukee Brewers,Los Angeles Dodgers,9,1
2025-07-07,Houston Astros,Cleveland Guardians,5,7
2025-07-07,Los Angeles Angels,Texas Rangers,6,5
2025-07-07,San Diego Padres,Arizona Diamondbacks,3,6
2025-07-07,San Francisco Giants,Philadelphia Phillies,3,1
2025-07-08,Baltimore Orioles,New York Mets,6,7
2025-07-08,Detroit Tigers,Tampa Bay Rays,4,2
2025-07-08,New York Yankees,Seattle Mariners,10,3
2025-07-08,Boston Red Sox,Colorado Rockies,10,2
2025-07-08,Cincinnati Reds,Miami Marlins,2,12
2025-07-08,Kansas City Royals,Pittsburgh Pirates,4,3
2025-07-08,Minnesota Twins,Chicago Cubs,8,1
2025-07-08,Chicago White Sox,Toronto Blue Jays,1,6
2025-07-08,Milwaukee Brewers,Los Angeles Dodgers,3,1
2025-07-08,St. Louis Cardinals,Washington Nationals,4,2
2025-07-08,Houston Astros,Cleveland Guardians,6,10
2025-07-08,Los Angeles Angels,Texas Rangers,1,13
2025-07-08,San Diego Padres,Arizona Diamondbacks,1,0
2025-07-08,San Francisco Giants,Philadelphia Phillies,4,3
2025-07-08,Athletics,Atlanta Braves,10,1
2025-07-09,Chicago White Sox,Toronto Blue Jays,2,1
2025-07-09,Milwaukee Brewers,Los Angeles Dodgers,3,2
2025-07-09,San Francisco Giants,Philadelphia Phillies,0,13
2025-07-09,Detroit Tigers,Tampa Bay Rays,3,7
2025-07-09,New York Yankees,Seattle Mariners,9,6
2025-07-09,Boston Red Sox,Colorado Rockies,10,2
2025-07-09,Cincinnati Reds,Miami Marlins,7,2
2025-07-09,Kansas City Royals,Pittsburgh Pirates,4,3
2025-07-09,Minnesota Twins,Chicago Cubs,4,2
2025-07-09,St. Louis Cardinals,Washington Nationals,2,8
2025-07-09,Houston Astros,Cleveland Guardians,2,4
2025-07-09,Los Angeles Angels,Texas Rangers,11,8
2025-07-09,San Diego Padres,Arizona Diamondbacks,2,8
2025-07-09,Athletics,Atlanta Braves,2,9
2025-07-10,Baltimore Orioles,New York Mets,3,1
2025-07-10,Baltimore Orioles,New York Mets,7,3
2025-07-10,Minnesota Twins,Chicago Cubs,1,8
2025-07-10,Cincinnati Reds,Miami Marlins,6,0
2025-07-10,New York Yankees,Seattle Mariners,6,5
2025-07-10,Boston Red Sox,Tampa Bay Rays,4,3
2025-07-10,St. Louis Cardinals,Washington Nationals,8,1
2025-07-10,Athletics,Atlanta Braves,5,4
2025-07-10,Los Angeles Angels,Texas Rangers,4,11
2025-07-10,San Diego Padres,Arizona Diamondbacks,4,3
2025-07-11,Chicago White Sox,Cleveland Guardians,2,4
2025-07-11,Chicago White Sox,Cleveland Guardians,5,4
2025-07-11,Baltimore Orioles,Miami Marlins,5,2
2025-07-11,New York Yankees,Chicago Cubs,11,0
2025-07-11,Cincinnati Reds,Colorado Rockies,2,3
2025-07-11,Detroit Tigers,Seattle Mariners,3,12
2025-07-11,Boston Red Sox,Tampa Bay Rays,5,4
2025-07-11,Kansas City Royals,New York Mets,3,8
2025-07-11,Houston Astros,Texas Rangers,3,7
2025-07-11,Minnesota Twins,Pittsburgh Pirates,2,1
2025-07-11,Milwaukee Brewers,Washington Nationals,8,3
2025-07-11,St. Louis Cardinals,Atlanta Braves,5,6
2025-07-11,Los Angeles Angels,Arizona Diamondbacks,6,5
2025-07-11,San Diego Padres,Philadelphia Phillies,4,2
2025-07-11,Athletics,Toronto Blue Jays,6,7
2025-07-11,San Francisco Giants,Los Angeles Dodgers,8,7
2025-07-12,New York Yankees,Chicago Cubs,2,5
2025-07-12,Detroit Tigers,Seattle Mariners,7,15
2025-07-12,Minnesota Twins,Pittsburgh Pirates,12,4
2025-07-12,St. Louis Cardinals,Atlanta Braves,6,7
2025-07-12,San Francisco Giants,Los Angeles Dodgers,1,2
2025-07-12,Baltimore Orioles,Miami Marlins,0,6
2025-07-12,Cincinnati Reds,Colorado Rockies,4,3
2025-07-12,Kansas City Royals,New York Mets,1,3
2025-07-12,Boston Red Sox,Tampa Bay Rays,1,0
2025-07-12,Chicago White Sox,Cleveland Guardians,2,6
2025-07-12,Milwaukee Brewers,Washington Nationals,6,5
2025-07-12,Houston Astros,Texas Rangers,5,4
2025-07-12,San Diego Padres,Philadelphia Phillies,5,4
2025-07-12,Los Angeles Angels,Arizona Diamondbacks,10,5
2025-07-12,Athletics,Toronto Blue Jays,4,3
2025-07-13,Boston Red Sox,Tampa Bay Rays,4,1
2025-07-13,Baltimore Orioles,Miami Marlins,1,11
2025-07-13,New York Yankees,Chicago Cubs,1,4
2025-07-13,Cincinnati Reds,Colorado Rockies,4,2
2025-07-13,Detroit Tigers,Seattle Mariners,4,8
2025-07-13,Kansas City Royals,New York Mets,3,2
2025-07-13,Houston Astros,Texas Rangers,1,5
2025-07-13,Minnesota Twins,Pittsburgh Pirates,1,2
2025-07-13,Chicago White Sox,Cleveland Guardians,5,6
2025-07-13,Milwaukee Brewers,Washington Nationals,8,1
2025-07-13,St. Louis Cardinals,Atlanta Braves,5,4
2025-07-13,San Francisco Giants,Los Angeles Dodgers,2,5
2025-07-13,Athletics,Toronto Blue Jays,6,3
2025-07-13,Los Angeles Angels,Arizona Diamondbacks,1,5
2025-07-13,San Diego Padres,Philadelphia Phillies,1,2
2025-07-18,Chicago Cubs,Boston Red Sox,4,1
2025-07-18,Pittsburgh Pirates,Chicago White Sox,1,10
2025-07-18,Washington Nationals,San Diego Padres,2,7
2025-07-18,Philadelphia Phillies,Los Angeles Angels,5,6
2025-07-18,Toronto Blue Jays,San Francisco Giants,4,0
2025-07-18,New York Mets,Cincinnati Reds,4,8
2025-07-18,Cleveland Guardians,Athletics,8,6
2025-07-18,Miami Marlins,Kansas City Royals,8,7
2025-07-18,Atlanta Braves,New York Yankees,7,3
2025-07-18,Tampa Bay Rays,Baltimore Orioles,11,1
2025-07-18,Texas Rangers,Detroit Tigers,2,0
2025-07-18,Colorado Rockies,Minnesota Twins,6,4
2025-07-18,Arizona Diamondbacks,St. Louis Cardinals,7,3
2025-07-18,Seattle Mariners,Houston Astros,6,1
2025-07-18,Los Angeles Dodgers,Milwaukee Brewers,0,2
2025-07-19,Toronto Blue Jays,San Francisco Giants,6,3
2025-07-19,New York Mets,Cincinnati Reds,2,5
2025-07-19,Miami Marlins,Kansas City Royals,3,1
2025-07-19,Philadelphia Phillies,Los Angeles Angels,9,5
2025-07-19,Pittsburgh Pirates,Chicago White Sox,4,10
2025-07-19,Washington Nationals,San Diego Padres,4,2
2025-07-19,Tampa Bay Rays,Baltimore Orioles,4,3
2025-07-19,Texas Rangers,Detroit Tigers,4,1
2025-07-19,Cleveland Guardians,Athletics,2,8
2025-07-19,Chicago Cubs,Boston Red Sox,6,0
2025-07-19,Arizona Diamondbacks,St. Louis Cardinals,10,1
2025-07-19,Atlanta Braves,New York Yankees,9,12
2025-07-19,Colorado Rockies,Minnesota Twins,10,6
2025-07-19,Los Angeles Dodgers,Milwaukee Brewers,7,8
2025-07-19,Seattle Mariners,Houston Astros,7,6
2025-07-20,Toronto Blue Jays,San Francisco Giants,8,6
2025-07-20,Tampa Bay Rays,Baltimore Orioles,3,5
2025-07-20,Washington Nationals,San Diego Padres,1,8
2025-07-20,Philadelphia Phillies,Los Angeles Angels,2,8
2025-07-20,Pittsburgh Pirates,Chicago White Sox,2,7
2025-07-20,Atlanta Braves,New York Yankees,2,4
2025-07-20,New York Mets,Cincinnati Reds,3,2
2025-07-20,Cleveland Guardians,Athletics,8,2
2025-07-20,Miami Marlins,Kansas City Royals,4,7
2025-07-20,Chicago Cubs,Boston Red Sox,1,6
2025-07-20,Colorado Rockies,Minnesota Twins,1,7
2025-07-20,Seattle Mariners,Houston Astros,3,11
2025-07-20,Arizona Diamondbacks,St. Louis Cardinals,5,3
2025-07-20,Los Angeles Dodgers,Milwaukee Brewers,5,6
2025-07-20,Texas Rangers,Detroit Tigers,1,2
2025-07-21,Cleveland Guardians,Baltimore Orioles,10,5
2025-07-21,Pittsburgh Pirates,Detroit Tigers,3,0
2025-07-21,Miami Marlins,San Diego Padres,1,2
2025-07-21,Washington Nationals,Cincinnati Reds,10,8
2025-07-21,Philadelphia Phillies,Boston Red Sox,3,2
2025-07-21,Toronto Blue Jays,New York Yankees,4,1
2025-07-21,New York Mets,Los Angeles Angels,7,5
2025-07-21,Atlanta Braves,San Francisco Giants,9,5
2025-07-21,Tampa Bay Rays,Chicago White Sox,3,8
2025-07-21,Chicago Cubs,Kansas City Royals,4,12
2025-07-21,Texas Rangers,Athletics,7,2
2025-07-21,Colorado Rockies,St. Louis Cardinals,2,6
2025-07-21,Arizona Diamondbacks,Houston Astros,3,6
2025-07-21,Seattle Mariners,Milwaukee Brewers,0,6
2025-07-21,Los Angeles Dodgers,Minnesota Twins,5,2
2025-07-22,Cleveland Guardians,Baltimore Orioles,6,3
2025-07-22,Pittsburgh Pirates,Detroit Tigers,8,5
2025-07-22,Miami Marlins,San Diego Padres,4,3
2025-07-22,Washington Nationals,Cincinnati Reds,6,1
2025-07-22,Philadelphia Phillies,Boston Red Sox,4,1
2025-07-22,Tampa Bay Rays,Chicago White Sox,4,3
2025-07-22,Toronto Blue Jays,New York Yankees,4,5
2025-07-22,New York Mets,Los Angeles Angels,3,2
2025-07-22,Atlanta Braves,San Francisco Giants,0,9
2025-07-22,Chicago Cubs,Kansas City Royals,6,0
2025-07-22,Texas Rangers,Athletics,6,2
2025-07-22,Colorado Rockies,St. Louis Cardinals,8,4
2025-07-22,Arizona Diamondbacks,Houston Astros,1,3
2025-07-22,Seattle Mariners,Milwaukee Brewers,1,0
2025-07-22,Los Angeles Dodgers,Minnesota Twins,7,10
2025-07-23,Washington Nationals,Cincinnati Reds,0,5
2025-07-23,Miami Marlins,San Diego Padres,3,2
2025-07-23,Atlanta Braves,San Francisco Giants,3,9
2025-07-23,Pittsburgh Pirates,Detroit Tigers,6,1
2025-07-23,New York Mets,Los Angeles Angels,6,3
2025-07-23,Chicago Cubs,Kansas City Royals,4,8
2025-07-23,Colorado Rockies,St. Louis Cardinals,6,0
2025-07-23,Arizona Diamondbacks,Houston Astros,3,4
2025-07-23,Seattle Mariners,Milwaukee Brewers,2,10
2025-07-23,Los Angeles Dodgers,Minnesota Twins,4,3
2025-07-23,Cleveland Guardians,Baltimore Orioles,3,2
2025-07-23,Toronto Blue Jays,New York Yankees,8,4
2025-07-23,Philadelphia Phillies,Boston Red Sox,8,9
2025-07-23,Tampa Bay Rays,Chicago White Sox,9,11
2025-07-23,Texas Rangers,Athletics,2,1
2025-07-24,Cleveland Guardians,Baltimore Orioles,3,4
2025-07-24,Detroit Tigers,Toronto Blue Jays,4,11
2025-07-24,St. Louis Cardinals,San Diego Padres,9,7
2025-07-24,Houston Astros,Athletics,2,5
2025-07-24,Los Angeles Angels,Seattle Mariners,2,4
2025-07-25,Milwaukee Brewers,Miami Marlins,1,5
2025-07-25,Pittsburgh Pirates,Arizona Diamondbacks,0,1
2025-07-25,Baltimore Orioles,Colorado Rockies,5,6
2025-07-25,New York Yankees,Philadelphia Phillies,5,12
2025-07-25,Boston Red Sox,Los Angeles Dodgers,2,5
2025-07-25,Cincinnati Reds,Tampa Bay Rays,7,2
2025-07-25,Detroit Tigers,Toronto Blue Jays,2,6
2025-07-25,St. Louis Cardinals,San Diego Padres,3,0
2025-07-25,Chicago White Sox,Chicago Cubs,12,5
2025-07-25,Texas Rangers,Atlanta Braves,8,3
2025-07-25,Houston Astros,Athletics,3,15
2025-07-25,Minnesota Twins,Washington Nationals,1,0
2025-07-25,Los Angeles Angels,Seattle Mariners,3,2
2025-07-25,San Francisco Giants,New York Mets,1,8
2025-07-26,New York Yankees,Philadelphia Phillies,4,9
2025-07-26,Kansas City Royals,Cleveland Guardians,5,3
2025-07-26,Kansas City Royals,Cleveland Guardians,4,6
2025-07-26,Detroit Tigers,Toronto Blue Jays,1,6
2025-07-26,Pittsburgh Pirates,Arizona Diamondbacks,2,0
2025-07-26,Cincinnati Reds,Tampa Bay Rays,6,2
2025-07-26,Baltimore Orioles,Colorado Rockies,18,0
2025-07-26,Texas Rangers,Atlanta Braves,6,5
2025-07-26,Houston Astros,Athletics,1,5
2025-07-26,Minnesota Twins,Washington Nationals,3,9
2025-07-26,Chicago White Sox,Chicago Cubs,1,6
2025-07-26,Milwaukee Brewers,Miami Marlins,4,7
2025-07-26,Boston Red Sox,Los Angeles Dodgers,4,2
2025-07-26,St. Louis Cardinals,San Diego Padres,1,3
2025-07-26,San Francisco Giants,New York Mets,1,2
2025-07-26,Los Angeles Angels,Seattle Mariners,2,7
2025-07-27,Baltimore Orioles,Colorado Rockies,5,1
2025-07-27,Boston Red Sox,Los Angeles Dodgers,4,3
2025-07-27,Pittsburgh Pirates,Arizona Diamondbacks,6,0
2025-07-27,New York Yankees,Philadelphia Phillies,4,3
2025-07-27,Cincinnati Reds,Tampa Bay Rays,2,1
2025-07-27,Detroit Tigers,Toronto Blue Jays,10,4
2025-07-27,Kansas City Royals,Cleveland Guardians,4,1
2025-07-27,Houston Astros,Athletics,1,7
2025-07-27,Minnesota Twins,Washington Nationals,2,7
2025-07-27,Chicago White Sox,Chicago Cubs,4,5
2025-07-27,Milwaukee Brewers,Miami Marlins,3,2
2025-07-27,St. Louis Cardinals,San Diego Padres,2,9
2025-07-27,Texas Rangers,Atlanta Braves,8,1
2025-07-27,Los Angeles Angels,Seattle Mariners,4,1
